_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
1,Alkoholunfälle,insgesamt,2026,202601,NA,34,NA,NA,NA
2,Alkoholunfälle,insgesamt,2026,202602,NA,24,NA,NA,NA
3,Alkoholunfälle,insgesamt,2026,202603,NA,28,NA,NA,NA
4,Alkoholunfälle,insgesamt,2026,202604,NA,26,NA,NA,NA
5,Alkoholunfälle,insgesamt,2026,202605,NA,43,NA,NA,NA
6,Alkoholunfälle,insgesamt,2026,202606,NA,39,NA,NA,NA
7,Alkoholunfälle,insgesamt,2026,202607,NA,48,NA,NA,NA
8,Alkoholunfälle,insgesamt,2026,202608,NA,55,NA,NA,NA
9,Alkoholunfälle,insgesamt,2026,202609,NA,53,NA,NA,NA
10,Alkoholunfälle,insgesamt,2026,202610,NA,32,NA,NA,NA
11,Alkoholunfälle,insgesamt,2026,202611,NA,39,NA,NA,NA
12,Alkoholunfälle,insgesamt,2026,202612,NA,25,NA,NA,NA
13,Alkoholunfälle,insgesamt,2025,Summe,446,443,NA,0.68,NA
14,Alkoholunfälle,insgesamt,2025,202501,34,24,17.24,41.67,38
15,Alkoholunfälle,insgesamt,2025,202502,24,28,-29.41,-14.29,37
16,Alkoholunfälle,insgesamt,2025,202503,28,25,16.67,12,38
17,Alkoholunfälle,insgesamt,2025,202504,26,38,-7.14,-31.58,37
18,Alkoholunfälle,insgesamt,2025,202505,43,32,65.38,34.38,38
19,Alkoholunfälle,insgesamt,2025,202506,39,55,-9.3,-29.09,36
20,Alkoholunfälle,insgesamt,2025,202507,48,45,23.08,6.67,37
21,Alkoholunfälle,insgesamt,2025,202508,55,47,14.58,17.02,37
22,Alkoholunfälle,insgesamt,2025,202509,53,46,-3.64,15.22,38
23,Alkoholunfälle,insgesamt,2025,202510,32,37,-39.62,-13.51,37
24,Alkoholunfälle,insgesamt,2025,202511,39,37,21.88,5.41,38
25,Alkoholunfälle,insgesamt,2025,202512,25,29,-35.9,-13.79,37
26,Alkoholunfälle,insgesamt,2024,Summe,443,465,NA,-4.73,NA
27,Alkoholunfälle,insgesamt,2024,202401,24,35,14.29,-31.43,38
28,Alkoholunfälle,insgesamt,2024,202402,28,33,16.67,-15.15,37
29,Alkoholunfälle,insgesamt,2024,202403,25,35,-10.71,-28.57,37
30,Alkoholunfälle,insgesamt,2024,202404,38,38,52,0,37
31,Alkoholunfälle,insgesamt,2024,202405,32,44,-15.79,-27.27,36
32,Alkoholunfälle,insgesamt,2024,202406,55,45,71.88,22.22,36
33,Alkoholunfälle,insgesamt,2024,202407,45,44,-18.18,2.27,37
34,Alkoholunfälle,insgesamt,2024,202408,47,37,4.44,27.03,37
35,Alkoholunfälle,insgesamt,2024,202409,46,61,-2.13,-24.59,36
36,Alkoholunfälle,insgesamt,2024,202410,37,40,-19.57,-7.5,36
37,Alkoholunfälle,insgesamt,2024,202411,37,32,0,15.63,36
38,Alkoholunfälle,insgesamt,2024,202412,29,21,-21.62,38.1,37
39,Alkoholunfälle,insgesamt,2023,Summe,465,493,NA,-5.68,NA
40,Alkoholunfälle,insgesamt,2023,202301,35,19,9.38,84.21,42
41,Alkoholunfälle,insgesamt,2023,202302,33,32,-5.71,3.13,43
42,Alkoholunfälle,insgesamt,2023,202303,35,28,6.06,25,43
43,Alkoholunfälle,insgesamt,2023,202304,38,34,8.57,11.76,43
44,Alkoholunfälle,insgesamt,2023,202305,44,57,15.79,-22.81,42
45,Alkoholunfälle,insgesamt,2023,202306,45,60,2.27,-25,41
46,Alkoholunfälle,insgesamt,2023,202307,44,54,-2.22,-18.52,40
47,Alkoholunfälle,insgesamt,2023,202308,37,44,-15.91,-15.91,40
48,Alkoholunfälle,insgesamt,2023,202309,61,56,64.86,8.93,40
49,Alkoholunfälle,insgesamt,2023,202310,40,49,-34.43,-18.37,39
50,Alkoholunfälle,insgesamt,2023,202311,32,28,-20,14.29,40
51,Alkoholunfälle,insgesamt,2023,202312,21,32,-34.38,-34.38,39
52,Alkoholunfälle,insgesamt,2022,Summe,493,383,NA,28.72,NA
53,Alkoholunfälle,insgesamt,2022,202201,19,16,-9.52,18.75,32
54,Alkoholunfälle,insgesamt,2022,202202,32,14,68.42,128.57,34
55,Alkoholunfälle,insgesamt,2022,202203,28,24,-12.5,16.67,34
56,Alkoholunfälle,insgesamt,2022,202204,34,16,21.43,112.5,36
57,Alkoholunfälle,insgesamt,2022,202205,57,24,67.65,137.5,38
58,Alkoholunfälle,insgesamt,2022,202206,60,48,5.26,25,39
59,Alkoholunfälle,insgesamt,2022,202207,54,44,-10,22.73,40
60,Alkoholunfälle,insgesamt,2022,202208,44,46,-18.52,-4.35,40
61,Alkoholunfälle,insgesamt,2022,202209,56,54,27.27,3.7,40
62,Alkoholunfälle,insgesamt,2022,202210,49,43,-12.5,13.95,41
63,Alkoholunfälle,insgesamt,2022,202211,28,33,-42.86,-15.15,40
64,Alkoholunfälle,insgesamt,2022,202212,32,21,14.29,52.38,41
65,Alkoholunfälle,insgesamt,2021,Summe,383,430,NA,-10.93,NA
66,Alkoholunfälle,insgesamt,2021,202101,16,28,23.08,-42.86,35
67,Alkoholunfälle,insgesamt,2021,202102,14,40,-12.5,-65,33
68,Alkoholunfälle,insgesamt,2021,202103,24,27,71.43,-11.11,32
69,Alkoholunfälle,insgesamt,2021,202104,16,26,-33.33,-38.46,32
70,Alkoholunfälle,insgesamt,2021,202105,24,40,50,-40,30
71,Alkoholunfälle,insgesamt,2021,202106,48,49,100,-2.04,30
72,Alkoholunfälle,insgesamt,2021,202107,44,58,-8.33,-24.14,29
73,Alkoholunfälle,insgesamt,2021,202108,46,46,4.55,0,29
74,Alkoholunfälle,insgesamt,2021,202109,54,46,17.39,17.39,30
75,Alkoholunfälle,insgesamt,2021,202110,43,34,-20.37,26.47,30
76,Alkoholunfälle,insgesamt,2021,202111,33,23,-23.26,43.48,31
77,Alkoholunfälle,insgesamt,2021,202112,21,13,-36.36,61.54,32
78,Alkoholunfälle,insgesamt,2020,Summe,430,434,NA,-0.92,NA
79,Alkoholunfälle,insgesamt,2020,202001,28,22,-20,27.27,37
80,Alkoholunfälle,insgesamt,2020,202002,40,28,42.86,42.86,38
81,Alkoholunfälle,insgesamt,2020,202003,27,34,-32.5,-20.59,37
82,Alkoholunfälle,insgesamt,2020,202004,26,36,-3.7,-27.78,36
83,Alkoholunfälle,insgesamt,2020,202005,40,39,53.85,2.56,36
84,Alkoholunfälle,insgesamt,2020,202006,49,40,22.5,22.5,37
85,Alkoholunfälle,insgesamt,2020,202007,58,48,18.37,20.83,38
86,Alkoholunfälle,insgesamt,2020,202008,46,31,-20.69,48.39,39
87,Alkoholunfälle,insgesamt,2020,202009,46,47,0,-2.13,39
88,Alkoholunfälle,insgesamt,2020,202010,34,45,-26.09,-24.44,38
89,Alkoholunfälle,insgesamt,2020,202011,23,29,-32.35,-20.69,38
90,Alkoholunfälle,insgesamt,2020,202012,13,35,-43.48,-62.86,36
91,Alkoholunfälle,insgesamt,2019,Summe,434,398,NA,9.05,NA
92,Alkoholunfälle,insgesamt,2019,201901,22,22,4.76,0,33
93,Alkoholunfälle,insgesamt,2019,201902,28,24,27.27,16.67,34
94,Alkoholunfälle,insgesamt,2019,201903,34,32,21.43,6.25,34
95,Alkoholunfälle,insgesamt,2019,201904,36,25,5.88,44,35
96,Alkoholunfälle,insgesamt,2019,201905,39,34,8.33,14.71,35
97,Alkoholunfälle,insgesamt,2019,201906,40,39,2.56,2.56,35
98,Alkoholunfälle,insgesamt,2019,201907,48,51,20,-5.88,35
99,Alkoholunfälle,insgesamt,2019,201908,31,40,-35.42,-22.5,34
100,Alkoholunfälle,insgesamt,2019,201909,47,36,51.61,30.56,35
101,Alkoholunfälle,insgesamt,2019,201910,45,43,-4.26,4.65,35
102,Alkoholunfälle,insgesamt,2019,201911,29,31,-35.56,-6.45,35
103,Alkoholunfälle,insgesamt,2019,201912,35,21,20.69,66.67,36
104,Alkoholunfälle,insgesamt,2018,Summe,398,409,NA,-2.69,NA
105,Alkoholunfälle,insgesamt,2018,201801,22,19,-47.62,15.79,34
106,Alkoholunfälle,insgesamt,2018,201802,24,22,9.09,9.09,35
107,Alkoholunfälle,insgesamt,2018,201803,32,36,33.33,-11.11,34
108,Alkoholunfälle,insgesamt,2018,201804,25,26,-21.88,-3.85,34
109,Alkoholunfälle,insgesamt,2018,201805,34,29,36,17.24,35
110,Alkoholunfälle,insgesamt,2018,201806,39,41,14.71,-4.88,34
111,Alkoholunfälle,insgesamt,2018,201807,51,52,30.77,-1.92,34
112,Alkoholunfälle,insgesamt,2018,201808,40,30,-21.57,33.33,35
113,Alkoholunfälle,insgesamt,2018,201809,36,47,-10,-23.4,34
114,Alkoholunfälle,insgesamt,2018,201810,43,32,19.44,34.38,35
115,Alkoholunfälle,insgesamt,2018,201811,31,33,-27.91,-6.06,35
116,Alkoholunfälle,insgesamt,2018,201812,21,42,-32.26,-50,33
117,Alkoholunfälle,insgesamt,2017,Summe,409,301,NA,35.88,NA
118,Alkoholunfälle,insgesamt,2017,201701,19,21,-5,-9.52,25
119,Alkoholunfälle,insgesamt,2017,201702,22,10,15.79,120,26
120,Alkoholunfälle,insgesamt,2017,201703,36,20,63.64,80,27
121,Alkoholunfälle,insgesamt,2017,201704,26,27,-27.78,-3.7,27
122,Alkoholunfälle,insgesamt,2017,201705,29,25,11.54,16,28
123,Alkoholunfälle,insgesamt,2017,201706,41,30,41.38,36.67,28
124,Alkoholunfälle,insgesamt,2017,201707,52,35,26.83,48.57,30
125,Alkoholunfälle,insgesamt,2017,201708,30,34,-42.31,-11.76,30
126,Alkoholunfälle,insgesamt,2017,201709,47,29,56.67,62.07,31
127,Alkoholunfälle,insgesamt,2017,201710,32,30,-31.91,6.67,31
128,Alkoholunfälle,insgesamt,2017,201711,33,20,3.13,65,32
129,Alkoholunfälle,insgesamt,2017,201712,42,20,27.27,110,34
130,Alkoholunfälle,insgesamt,2016,Summe,301,411,NA,-26.76,NA
131,Alkoholunfälle,insgesamt,2016,201601,21,22,-22.22,-4.55,34
132,Alkoholunfälle,insgesamt,2016,201602,10,23,-52.38,-56.52,33
133,Alkoholunfälle,insgesamt,2016,201603,20,23,100,-13.04,33
134,Alkoholunfälle,insgesamt,2016,201604,27,29,35,-6.9,33
135,Alkoholunfälle,insgesamt,2016,201605,25,50,-7.41,-50,31
136,Alkoholunfälle,insgesamt,2016,201606,30,39,20,-23.08,30
137,Alkoholunfälle,insgesamt,2016,201607,35,49,16.67,-28.57,29
138,Alkoholunfälle,insgesamt,2016,201608,34,49,-2.86,-30.61,27
139,Alkoholunfälle,insgesamt,2016,201609,29,45,-14.71,-35.56,26
140,Alkoholunfälle,insgesamt,2016,201610,30,25,3.45,20,27
141,Alkoholunfälle,insgesamt,2016,201611,20,30,-33.33,-33.33,26
142,Alkoholunfälle,insgesamt,2016,201612,20,27,0,-25.93,25
143,Alkoholunfälle,insgesamt,2015,Summe,411,382,NA,7.59,NA
144,Alkoholunfälle,insgesamt,2015,201501,22,21,-12,4.76,32
145,Alkoholunfälle,insgesamt,2015,201502,23,17,4.55,35.29,32
146,Alkoholunfälle,insgesamt,2015,201503,23,37,0,-37.84,31
147,Alkoholunfälle,insgesamt,2015,201504,29,35,26.09,-17.14,31
148,Alkoholunfälle,insgesamt,2015,201505,50,28,72.41,78.57,33
149,Alkoholunfälle,insgesamt,2015,201506,39,31,-22,25.81,33
150,Alkoholunfälle,insgesamt,2015,201507,49,35,25.64,40,34
151,Alkoholunfälle,insgesamt,2015,201508,49,32,0,53.13,36
152,Alkoholunfälle,insgesamt,2015,201509,45,43,-8.16,4.65,36
153,Alkoholunfälle,insgesamt,2015,201510,25,36,-44.44,-30.56,35
154,Alkoholunfälle,insgesamt,2015,201511,30,42,20,-28.57,34
155,Alkoholunfälle,insgesamt,2015,201512,27,25,-10,8,34
156,Alkoholunfälle,insgesamt,2014,Summe,382,377,NA,1.33,NA
157,Alkoholunfälle,insgesamt,2014,201401,21,17,-34.38,23.53,32
158,Alkoholunfälle,insgesamt,2014,201402,17,15,-19.05,13.33,32
159,Alkoholunfälle,insgesamt,2014,201403,37,21,117.65,76.19,33
160,Alkoholunfälle,insgesamt,2014,201404,35,28,-5.41,25,34
161,Alkoholunfälle,insgesamt,2014,201405,28,33,-20,-15.15,33
162,Alkoholunfälle,insgesamt,2014,201406,31,37,10.71,-16.22,33
163,Alkoholunfälle,insgesamt,2014,201407,35,42,12.9,-16.67,32
164,Alkoholunfälle,insgesamt,2014,201408,32,39,-8.57,-17.95,32
165,Alkoholunfälle,insgesamt,2014,201409,43,47,34.38,-8.51,31
166,Alkoholunfälle,insgesamt,2014,201410,36,31,-16.28,16.13,32
167,Alkoholunfälle,insgesamt,2014,201411,42,35,16.67,20,32
168,Alkoholunfälle,insgesamt,2014,201412,25,32,-40.48,-21.88,32
169,Alkoholunfälle,insgesamt,2013,Summe,377,440,NA,-14.32,NA
170,Alkoholunfälle,insgesamt,2013,201301,17,21,-37.04,-19.05,36
171,Alkoholunfälle,insgesamt,2013,201302,15,18,-11.76,-16.67,36
172,Alkoholunfälle,insgesamt,2013,201303,21,21,40,0,36
173,Alkoholunfälle,insgesamt,2013,201304,28,34,33.33,-17.65,36
174,Alkoholunfälle,insgesamt,2013,201305,33,54,17.86,-38.89,34
175,Alkoholunfälle,insgesamt,2013,201306,37,43,12.12,-13.95,33
176,Alkoholunfälle,insgesamt,2013,201307,42,56,13.51,-25,32
177,Alkoholunfälle,insgesamt,2013,201308,39,55,-7.14,-29.09,31
178,Alkoholunfälle,insgesamt,2013,201309,47,49,20.51,-4.08,31
179,Alkoholunfälle,insgesamt,2013,201310,31,32,-34.04,-3.13,31
180,Alkoholunfälle,insgesamt,2013,201311,35,30,12.9,16.67,31
181,Alkoholunfälle,insgesamt,2013,201312,32,27,-8.57,18.52,31
182,Alkoholunfälle,insgesamt,2012,Summe,440,397,NA,10.83,NA
183,Alkoholunfälle,insgesamt,2012,201201,21,25,-43.24,-16,33
184,Alkoholunfälle,insgesamt,2012,201202,18,25,-14.29,-28,32
185,Alkoholunfälle,insgesamt,2012,201203,21,22,16.67,-4.55,32
186,Alkoholunfälle,insgesamt,2012,201204,34,43,61.9,-20.93,31
187,Alkoholunfälle,insgesamt,2012,201205,54,43,58.82,25.58,32
188,Alkoholunfälle,insgesamt,2012,201206,43,27,-20.37,59.26,34
189,Alkoholunfälle,insgesamt,2012,201207,56,39,30.23,43.59,35
190,Alkoholunfälle,insgesamt,2012,201208,55,34,-1.79,61.76,37
191,Alkoholunfälle,insgesamt,2012,201209,49,36,-10.91,36.11,38
192,Alkoholunfälle,insgesamt,2012,201210,32,26,-34.69,23.08,38
193,Alkoholunfälle,insgesamt,2012,201211,30,40,-6.25,-25,38
194,Alkoholunfälle,insgesamt,2012,201212,27,37,-10,-27.03,37
195,Alkoholunfälle,insgesamt,2011,Summe,397,402,NA,-1.24,NA
196,Alkoholunfälle,insgesamt,2011,201101,25,19,-3.85,31.58,34
197,Alkoholunfälle,insgesamt,2011,201102,25,23,0,8.7,34
198,Alkoholunfälle,insgesamt,2011,201103,22,31,-12,-29.03,33
199,Alkoholunfälle,insgesamt,2011,201104,43,33,95.45,30.3,34
200,Alkoholunfälle,insgesamt,2011,201105,43,34,0,26.47,35
201,Alkoholunfälle,insgesamt,2011,201106,27,39,-37.21,-30.77,34
202,Alkoholunfälle,insgesamt,2011,201107,39,48,44.44,-18.75,33
203,Alkoholunfälle,insgesamt,2011,201108,34,40,-12.82,-15,33
204,Alkoholunfälle,insgesamt,2011,201109,36,54,5.88,-33.33,31
205,Alkoholunfälle,insgesamt,2011,201110,26,27,-27.78,-3.7,31
206,Alkoholunfälle,insgesamt,2011,201111,40,28,53.85,42.86,32
207,Alkoholunfälle,insgesamt,2011,201112,37,26,-7.5,42.31,33
208,Alkoholunfälle,insgesamt,2010,Summe,402,430,NA,-6.51,NA
209,Alkoholunfälle,insgesamt,2010,201001,19,23,-44.12,-17.39,36
210,Alkoholunfälle,insgesamt,2010,201002,23,32,21.05,-28.13,35
211,Alkoholunfälle,insgesamt,2010,201003,31,14,34.78,121.43,36
212,Alkoholunfälle,insgesamt,2010,201004,33,45,6.45,-26.67,35
213,Alkoholunfälle,insgesamt,2010,201005,34,57,3.03,-40.35,33
214,Alkoholunfälle,insgesamt,2010,201006,39,31,14.71,25.81,34
215,Alkoholunfälle,insgesamt,2010,201007,48,44,23.08,9.09,34
216,Alkoholunfälle,insgesamt,2010,201008,40,35,-16.67,14.29,35
217,Alkoholunfälle,insgesamt,2010,201009,54,49,35,10.2,35
218,Alkoholunfälle,insgesamt,2010,201010,27,35,-50,-22.86,34
219,Alkoholunfälle,insgesamt,2010,201011,28,31,3.7,-9.68,34
220,Alkoholunfälle,insgesamt,2010,201012,26,34,-7.14,-23.53,34
221,Alkoholunfälle,insgesamt,2009,Summe,430,482,NA,-10.79,NA
222,Alkoholunfälle,insgesamt,2009,200901,23,32,-34.29,-28.13,39
223,Alkoholunfälle,insgesamt,2009,200902,32,30,39.13,6.67,40
224,Alkoholunfälle,insgesamt,2009,200903,14,30,-56.25,-53.33,38
225,Alkoholunfälle,insgesamt,2009,200904,45,25,221.43,80,40
226,Alkoholunfälle,insgesamt,2009,200905,57,57,26.67,0,40
227,Alkoholunfälle,insgesamt,2009,200906,31,56,-45.61,-44.64,38
228,Alkoholunfälle,insgesamt,2009,200907,44,52,41.94,-15.38,37
229,Alkoholunfälle,insgesamt,2009,200908,35,44,-20.45,-20.45,36
230,Alkoholunfälle,insgesamt,2009,200909,49,49,40,0,36
231,Alkoholunfälle,insgesamt,2009,200910,35,45,-28.57,-22.22,36
232,Alkoholunfälle,insgesamt,2009,200911,31,27,-11.43,14.81,36
233,Alkoholunfälle,insgesamt,2009,200912,34,35,9.68,-2.86,36
234,Alkoholunfälle,insgesamt,2008,Summe,482,560,NA,-13.93,NA
235,Alkoholunfälle,insgesamt,2008,200801,32,36,-13.51,-11.11,46
236,Alkoholunfälle,insgesamt,2008,200802,30,32,-6.25,-6.25,46
237,Alkoholunfälle,insgesamt,2008,200803,30,38,0,-21.05,46
238,Alkoholunfälle,insgesamt,2008,200804,25,49,-16.67,-48.98,44
239,Alkoholunfälle,insgesamt,2008,200805,57,63,128,-9.52,43
240,Alkoholunfälle,insgesamt,2008,200806,56,51,-1.75,9.8,43
241,Alkoholunfälle,insgesamt,2008,200807,52,65,-7.14,-20,42
242,Alkoholunfälle,insgesamt,2008,200808,44,44,-15.38,0,42
243,Alkoholunfälle,insgesamt,2008,200809,49,54,11.36,-9.26,42
244,Alkoholunfälle,insgesamt,2008,200810,45,55,-8.16,-18.18,41
245,Alkoholunfälle,insgesamt,2008,200811,27,36,-40,-25,40
246,Alkoholunfälle,insgesamt,2008,200812,35,37,29.63,-5.41,40
247,Alkoholunfälle,insgesamt,2007,Summe,560,599,NA,-6.51,NA
248,Alkoholunfälle,insgesamt,2007,200701,36,44,-30.77,-18.18,49
249,Alkoholunfälle,insgesamt,2007,200702,32,50,-11.11,-36,48
250,Alkoholunfälle,insgesamt,2007,200703,38,40,18.75,-5,48
251,Alkoholunfälle,insgesamt,2007,200704,49,40,28.95,22.5,48
252,Alkoholunfälle,insgesamt,2007,200705,63,53,28.57,18.87,49
253,Alkoholunfälle,insgesamt,2007,200706,51,51,-19.05,0,49
254,Alkoholunfälle,insgesamt,2007,200707,65,64,27.45,1.56,49
255,Alkoholunfälle,insgesamt,2007,200708,44,48,-32.31,-8.33,49
256,Alkoholunfälle,insgesamt,2007,200709,54,64,22.73,-15.63,48
257,Alkoholunfälle,insgesamt,2007,200710,55,45,1.85,22.22,49
258,Alkoholunfälle,insgesamt,2007,200711,36,48,-34.55,-25,48
259,Alkoholunfälle,insgesamt,2007,200712,37,52,2.78,-28.85,47
260,Alkoholunfälle,insgesamt,2006,Summe,599,600,NA,-0.17,NA
261,Alkoholunfälle,insgesamt,2006,200601,44,48,7.32,-8.33,50
262,Alkoholunfälle,insgesamt,2006,200602,50,40,13.64,25,51
263,Alkoholunfälle,insgesamt,2006,200603,40,40,-20,0,51
264,Alkoholunfälle,insgesamt,2006,200604,40,40,0,0,51
265,Alkoholunfälle,insgesamt,2006,200605,53,48,32.5,10.42,51
266,Alkoholunfälle,insgesamt,2006,200606,51,57,-3.77,-10.53,50
267,Alkoholunfälle,insgesamt,2006,200607,64,63,25.49,1.59,51
268,Alkoholunfälle,insgesamt,2006,200608,48,48,-25,0,51
269,Alkoholunfälle,insgesamt,2006,200609,64,76,33.33,-15.79,50
270,Alkoholunfälle,insgesamt,2006,200610,45,57,-29.69,-21.05,49
271,Alkoholunfälle,insgesamt,2006,200611,48,42,6.67,14.29,49
272,Alkoholunfälle,insgesamt,2006,200612,52,41,8.33,26.83,50
273,Alkoholunfälle,insgesamt,2005,Summe,600,659,NA,-8.95,NA
274,Alkoholunfälle,insgesamt,2005,200501,48,42,-7.69,14.29,55
275,Alkoholunfälle,insgesamt,2005,200502,40,48,-16.67,-16.67,55
276,Alkoholunfälle,insgesamt,2005,200503,40,44,0,-9.09,54
277,Alkoholunfälle,insgesamt,2005,200504,40,37,0,8.11,55
278,Alkoholunfälle,insgesamt,2005,200505,48,55,20,-12.73,54
279,Alkoholunfälle,insgesamt,2005,200506,57,58,18.75,-1.72,54
280,Alkoholunfälle,insgesamt,2005,200507,63,67,10.53,-5.97,54
281,Alkoholunfälle,insgesamt,2005,200508,48,58,-23.81,-17.24,53
282,Alkoholunfälle,insgesamt,2005,200509,76,79,58.33,-3.8,53
283,Alkoholunfälle,insgesamt,2005,200510,57,68,-25,-16.18,52
284,Alkoholunfälle,insgesamt,2005,200511,42,51,-26.32,-17.65,51
285,Alkoholunfälle,insgesamt,2005,200512,41,52,-2.38,-21.15,50
286,Alkoholunfälle,insgesamt,2004,Summe,659,730,NA,-9.73,NA
287,Alkoholunfälle,insgesamt,2004,200401,42,55,-27.59,-23.64,60
288,Alkoholunfälle,insgesamt,2004,200402,48,44,14.29,9.09,60
289,Alkoholunfälle,insgesamt,2004,200403,44,53,-8.33,-16.98,59
290,Alkoholunfälle,insgesamt,2004,200404,37,50,-15.91,-26,58
291,Alkoholunfälle,insgesamt,2004,200405,55,65,48.65,-15.38,57
292,Alkoholunfälle,insgesamt,2004,200406,58,82,5.45,-29.27,55
293,Alkoholunfälle,insgesamt,2004,200407,67,76,15.52,-11.84,55
294,Alkoholunfälle,insgesamt,2004,200408,58,66,-13.43,-12.12,54
295,Alkoholunfälle,insgesamt,2004,200409,79,63,36.21,25.4,55
296,Alkoholunfälle,insgesamt,2004,200410,68,74,-13.92,-8.11,55
297,Alkoholunfälle,insgesamt,2004,200411,51,44,-25,15.91,55
298,Alkoholunfälle,insgesamt,2004,200412,52,58,1.96,-10.34,55
299,Alkoholunfälle,insgesamt,2003,Summe,730,803,NA,-9.09,NA
300,Alkoholunfälle,insgesamt,2003,200301,55,44,-12.7,25,68
301,Alkoholunfälle,insgesamt,2003,200302,44,49,-20,-10.2,67
302,Alkoholunfälle,insgesamt,2003,200303,53,61,20.45,-13.11,67
303,Alkoholunfälle,insgesamt,2003,200304,50,65,-5.66,-23.08,66
304,Alkoholunfälle,insgesamt,2003,200305,65,58,30,12.07,66
305,Alkoholunfälle,insgesamt,2003,200306,82,74,26.15,10.81,67
306,Alkoholunfälle,insgesamt,2003,200307,76,84,-7.32,-9.52,66
307,Alkoholunfälle,insgesamt,2003,200308,66,71,-13.16,-7.04,66
308,Alkoholunfälle,insgesamt,2003,200309,63,107,-4.55,-41.12,62
309,Alkoholunfälle,insgesamt,2003,200310,74,83,17.46,-10.84,61
310,Alkoholunfälle,insgesamt,2003,200311,44,44,-40.54,0,61
311,Alkoholunfälle,insgesamt,2003,200312,58,63,31.82,-7.94,61
312,Alkoholunfälle,insgesamt,2002,Summe,803,848,NA,-5.31,NA
313,Alkoholunfälle,insgesamt,2002,200201,44,66,-33.33,-33.33,69
314,Alkoholunfälle,insgesamt,2002,200202,49,49,11.36,0,69
315,Alkoholunfälle,insgesamt,2002,200203,61,63,24.49,-3.17,69
316,Alkoholunfälle,insgesamt,2002,200204,65,68,6.56,-4.41,68
317,Alkoholunfälle,insgesamt,2002,200205,58,85,-10.77,-31.76,66
318,Alkoholunfälle,insgesamt,2002,200206,74,68,27.59,8.82,67
319,Alkoholunfälle,insgesamt,2002,200207,84,71,13.51,18.31,68
320,Alkoholunfälle,insgesamt,2002,200208,71,60,-15.48,18.33,69
321,Alkoholunfälle,insgesamt,2002,200209,107,107,50.7,0,69
322,Alkoholunfälle,insgesamt,2002,200210,83,77,-22.43,7.79,69
323,Alkoholunfälle,insgesamt,2002,200211,44,68,-46.99,-35.29,67
324,Alkoholunfälle,insgesamt,2002,200212,63,66,43.18,-4.55,67
325,Alkoholunfälle,insgesamt,2001,Summe,848,934,NA,-9.21,NA
326,Alkoholunfälle,insgesamt,2001,200101,66,78,-22.35,-15.38,77
327,Alkoholunfälle,insgesamt,2001,200102,49,53,-25.76,-7.55,77
328,Alkoholunfälle,insgesamt,2001,200103,63,73,28.57,-13.7,76
329,Alkoholunfälle,insgesamt,2001,200104,68,78,7.94,-12.82,75
330,Alkoholunfälle,insgesamt,2001,200105,85,96,25,-11.46,74
331,Alkoholunfälle,insgesamt,2001,200106,68,57,-20,19.3,75
332,Alkoholunfälle,insgesamt,2001,200107,71,99,4.41,-28.28,73
333,Alkoholunfälle,insgesamt,2001,200108,60,77,-15.49,-22.08,71
334,Alkoholunfälle,insgesamt,2001,200109,107,84,78.33,27.38,73
335,Alkoholunfälle,insgesamt,2001,200110,77,83,-28.04,-7.23,73
336,Alkoholunfälle,insgesamt,2001,200111,68,71,-11.69,-4.23,72
337,Alkoholunfälle,insgesamt,2001,200112,66,85,-2.94,-22.35,71
338,Alkoholunfälle,insgesamt,2000,Summe,934,NA,NA,NA,NA
339,Alkoholunfälle,insgesamt,2000,200001,78,NA,NA,NA,78
340,Alkoholunfälle,insgesamt,2000,200002,53,NA,-32.05,NA,66
341,Alkoholunfälle,insgesamt,2000,200003,73,NA,37.74,NA,68
342,Alkoholunfälle,insgesamt,2000,200004,78,NA,6.85,NA,71
343,Alkoholunfälle,insgesamt,2000,200005,96,NA,23.08,NA,76
344,Alkoholunfälle,insgesamt,2000,200006,57,NA,-40.63,NA,73
345,Alkoholunfälle,insgesamt,2000,200007,99,NA,73.68,NA,76
346,Alkoholunfälle,insgesamt,2000,200008,77,NA,-22.22,NA,76
347,Alkoholunfälle,insgesamt,2000,200009,84,NA,9.09,NA,77
348,Alkoholunfälle,insgesamt,2000,200010,83,NA,-1.19,NA,78
349,Alkoholunfälle,insgesamt,2000,200011,71,NA,-14.46,NA,77
350,Alkoholunfälle,insgesamt,2000,200012,85,NA,19.72,NA,78
351,Alkoholunfälle,Verletzte und Getötete,2026,202601,NA,7,NA,NA,NA
352,Alkoholunfälle,Verletzte und Getötete,2026,202602,NA,16,NA,NA,NA
353,Alkoholunfälle,Verletzte und Getötete,2026,202603,NA,15,NA,NA,NA
354,Alkoholunfälle,Verletzte und Getötete,2026,202604,NA,11,NA,NA,NA
355,Alkoholunfälle,Verletzte und Getötete,2026,202605,NA,27,NA,NA,NA
356,Alkoholunfälle,Verletzte und Getötete,2026,202606,NA,21,NA,NA,NA
357,Alkoholunfälle,Verletzte und Getötete,2026,202607,NA,33,NA,NA,NA
358,Alkoholunfälle,Verletzte und Getötete,2026,202608,NA,39,NA,NA,NA
359,Alkoholunfälle,Verletzte und Getötete,2026,202609,NA,36,NA,NA,NA
